video;face_name;start_frame;end_frame;total_frame;start_time;end_time;duration
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_28_04_56/2014_01_28_21_54.mpg;Shinzo ABE.jpg;24289;24377;91125;1215;1219;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_28_04_56/2014_01_28_21_54.mpg;Yoshimi WATANABE.jpg;1913;2025;91125;95;101;6
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_28_04_56/2014_01_28_21_54.mpg;Yoshimi WATANABE.jpg;11625;11713;91125;581;586;5
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_28_04_56/2014_01_28_21_54.mpg;Natsuo YAMAGUCHI.jpg;10933;11565;91125;547;578;31
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Shinzo ABE.jpg;15349;15665;91117;768;783;15
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Shinzo ABE.jpg;17629;17921;91117;882;896;14
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Shinzo ABE.jpg;22349;22433;91117;1118;1122;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Shinzo ABE.jpg;22593;22629;91117;1130;1132;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Yoshimi WATANABE.jpg;22757;22837;91117;1138;1142;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_29_04_56/2014_01_29_21_54.mpg;Yoshimi WATANABE.jpg;22933;23061;91117;1147;1154;7
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_30_04_56/2014_01_30_21_54.mpg;Natsuo YAMAGUCHI.jpg;44945;44945;91121;2249;2249;0
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_30_04_56/2014_01_30_21_54.mpg;Natsuo YAMAGUCHI.jpg;48433;48501;91121;2423;2427;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_01_30_04_56/2014_01_30_21_54.mpg;Natsuo YAMAGUCHI.jpg;50653;50745;91121;2534;2539;5
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_02_04_56/2014_02_02_10_00.mpg;Yorihisa Matsuno.png;1705;1745;125881;85;87;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_02_04_56/2014_02_02_10_00.mpg;Yorihisa Matsuno.png;2837;3081;125881;141;154;13
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_02_04_56/2014_02_02_10_00.mpg;Shinzo ABE.jpg;121893;121941;125881;6100;6102;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_02_04_56/2014_02_02_10_00.mpg;Shinzo ABE.jpg;122917;123017;125881;6151;6156;5
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_03_04_56/2014_02_03_21_54.mpg;Natsuo YAMAGUCHI.jpg;39737;39877;91121;1988;1995;7
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;19437;20561;91117;972;1028;56
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;24585;24661;91117;1230;1234;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;33621;33661;91117;1682;1684;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;19465;19617;91117;974;981;7
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;19797;19797;91117;990;990;0
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;19861;19861;91117;993;993;0
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;20009;20281;91117;1001;1014;13
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;20357;20445;91117;1018;1023;5
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Taro ASO.jpg;35101;35413;91117;1756;1772;16
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;20905;21025;91117;1046;1052;6
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;21413;21685;91117;1071;1085;14
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;22305;22777;91117;1116;1139;23
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;24321;24465;91117;1217;1224;7
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;29713;29773;91117;1487;1490;3
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shinzo ABE.jpg;47449;47649;91117;2374;2384;10
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Natsuo YAMAGUCHI.jpg;47257;47325;91117;2365;2368;3
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Natsuo YAMAGUCHI.jpg;47449;47461;91117;2374;2375;1
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Junichiro KOIZUMI.jpg;48505;48661;91117;2427;2435;8
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_04_04_56/2014_02_04_21_54.mpg;Shintaro ISHIHARA.jpg;49485;50069;91117;2476;2505;29
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_09_04_56/2014_02_09_10_00.mpg;Shinzo ABE.jpg;53833;53873;125885;2694;2696;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_09_04_56/2014_02_09_10_00.mpg;Shinzo ABE.jpg;53973;54033;125885;2701;2704;3
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;2173;2225;91117;108;111;3
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;5305;5333;91117;265;266;1
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;5413;5421;91117;270;271;1
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;18193;18245;91117;910;913;3
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;18573;18961;91117;929;948;19
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;23157;23157;91117;1158;1158;0
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;23229;23853;91117;1162;1193;31
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_10_04_56/2014_02_10_21_54.mpg;Shinzo ABE.jpg;26769;26917;91117;1339;1347;8
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_12_04_56/2014_02_12_21_54.mpg;Shinzo ABE.jpg;38133;38177;91117;1908;1910;2
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_12_04_56/2014_02_12_21_54.mpg;Shinzo ABE.jpg;40505;40757;91117;2027;2039;12
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_12_04_56/2014_02_12_21_54.mpg;Shinzo ABE.jpg;42693;42769;91117;2136;2140;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_12_04_56/2014_02_12_21_54.mpg;Shinzo ABE.jpg;43553;43565;91117;2179;2180;1
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_12_04_56/2014_02_12_21_54.mpg;Shinzo ABE.jpg;44405;44593;91117;2222;2231;9
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_13_04_56/2014_02_13_21_54.mpg;Shinzo ABE.jpg;47061;47141;91121;2355;2359;4
/net/per610a/home/mvp/mvp_db/hodost-lv/2014/2014_02_13_04_56/2014_02_13_21_54.mpg;Shinzo ABE.jpg;49533;49673;91121;2478;2485;7
